 Date,Time,From,Time,To,Fare,Credit,Balance
 24/Apr/2023,7:19:00 AM,Lewis Street - 11 ,7:30:00 AM,Cultural Centre station ,1.78,,3.25
 24/Apr/2023,7:33:00 AM,Auto top up(Cultural Centre station ),,,,20,23.25
 24/Apr/2023,7:33:00 AM,Cultural Centre station (Touch on Transfer),7:38:00 AM,Roma St Bus Station Platform 1 ,0,,23.25
 24/Apr/2023,19:11 PM,King George Square Station 2D ,19:25 PM,Lewis Street - 11/12 ,1.42,,21.83
 26/Apr/2023,7:10:00 AM,Lewis Street - 11 ,7:31:00 AM,Caxton Street - 4 ,1.78,,20.05
 26/Apr/2023,16:59 PM,Adelaide St app Hutton L (Stop 28) ,17:10 PM,Skyring Tce ,1.78,,18.27
 26/Apr/2023,17:34 PM,Skyring Tce (Touch on Transfer),18:02 PM,Cultural Centre Platform 3 ,0,,18.27
 26/Apr/2023,18:03 PM,Cultural Centre Platform 2 (Touch on Transfer),18:14 PM,Lewis Street - 11/12 ,0,,18.27
 27/Apr/2023,9:42:00 AM,Lewis Street - 11 ,9:52:00 AM,South Bank busway station Platform 1 ,1.42,,16.85
 27/Apr/2023,14:39 PM,King George Square Station 1D ,15:11 PM,Chermside Interchange - E ,1.74,,15.11
 27/Apr/2023,18:02 PM,Lewis Street - 11 ,18:12 PM,South Bank busway station Platform 1 ,1.78,,13.33
 28/Apr/2023,7:02:00 AM,Lewis Street - 11 ,7:20:00 AM,Caxton Street - 4 ,1.78,,11.55
 28/Apr/2023,16:27 PM,Roma St Bus Station Platform 2 ,16:43 PM,Lewis Street - 11/12 ,0.89,,10.66
 01/May/2023,15:58 PM,Lewis Street - 11 ,16:06 PM,South Bank busway station Platform 1 ,1.42,,9.24
 01/May/2023,16:51 PM,South Bank busway station Platform 2 (Touch on Transfer),16:59 PM,Lewis Street - 11/12 ,0,,9.24
 02/May/2023,7:51:00 AM,Lewis Street - 11 ,8:09:00 AM,Adelaide St adj City Hall (Stop 19) ,1.78,,7.46
 02/May/2023,11:27:00 AM,Adelaide St opp City Plaza (Stop 46) ,11:42:00 AM,Lewis Street - 11/12 ,1.42,,6.04
 03/May/2023,7:11:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.78,,4.26
 03/May/2023,16:53 PM,Auto top up(Adelaide St at City Hall (Stop 20) ),,,,20,24.26
 03/May/2023,16:53 PM,Adelaide St at City Hall (Stop 20) ,17:08 PM,Skyring Tce ,1.78,,22.48
 03/May/2023,18:06 PM,Skyring Tce (Touch on Transfer),18:23 PM,Cultural Centre Platform 3 ,0,,22.48
 03/May/2023,18:35 PM,Cultural Centre Platform 2 (Touch on Transfer),18:44 PM,Lewis Street - 11/12 ,0,,22.48
 04/May/2023,7:13:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.78,,20.7
 04/May/2023,17:05 PM,Roma St Bus Station Platform 2 ,17:24 PM,Lewis Street - 11/12 ,1.78,,18.92
 05/May/2023,7:13:00 AM,Lewis Street - 11 ,7:33:00 AM,Caxton Street - 4 ,1.78,,17.14
 05/May/2023,12:33:00 PM,Caxton Street ,12:54:00 PM,Lewis Street - 11/12 ,0.71,,16.43
 07/May/2023,14:00 PM,Lewis Street - 11 ,14:13 PM,King George Square Station 1C ,0.71,,15.72
 07/May/2023,16:14 PM,King George Square Station 2D ,16:27 PM,Lewis Street - 11/12 ,0.71,,15.01
 08/May/2023,7:12:00 AM,Lewis Street - 11 ,7:34:00 AM,Caxton Street - 4 ,1.78,,13.23
 08/May/2023,16:43 PM,Caxton Street ,17:11 PM,Lewis Street - 11/12 ,1.78,,11.45
 09/May/2023,8:59:00 AM,Lewis Street - 11 ,9:08:00 AM,South Bank busway station Platform 1 ,1.42,,10.03
 09/May/2023,13:01 PM,Adelaide St opp City Hall (Stop 44) ,13:07 PM,Jane Street - 6 ,1.42,,8.61
 09/May/2023,15:11 PM,Cultural Centre Platform 2 ,15:23 PM,Lewis Street - 11/12 ,1.42,,7.19
 11/May/2023,10:00:00 AM,Lewis Street - 11 ,10:09:00 AM,South Bank busway station Platform 1 ,1.42,,5.77
 12/May/2023,7:10:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.78,,3.99
 12/May/2023,16:43 PM,Auto top up(Caxton Street ),,,,20,23.99
 12/May/2023,16:43 PM,Caxton Street ,17:07 PM,Lewis Street - 11/12 ,1.78,,22.21
 13/May/2023,13:30 PM,Lewis Street - 11 ,13:45 PM,King George Square Station 1C ,0.71,,21.5
 13/May/2023,14:58 PM,King George Square Station 2D ,15:13 PM,Lewis Street - 11/12 ,0.71,,20.79
 14/May/2023,7:44:00 AM,Lewis Street - 11 ,7:52:00 AM,Cultural Centre station ,0.71,,20.08
 14/May/2023,8:09:00 AM,Cultural Centre station (Touch on Transfer),8:13:00 AM,Roma St Bus Station Platform 1 ,0,,20.08
 14/May/2023,8:48:00 AM,Corinda(Touch on Transfer),9:13:00 AM,Dinmore,0.62,,19.46
 15/May/2023,7:10:00 AM,Lewis Street - 11 ,7:33:00 AM,Caxton Street - 4 ,1.78,,17.68
 15/May/2023,17:05 PM,Caxton Street ,17:30 PM,Lewis Street - 11/12 ,1.78,,15.9
 16/May/2023,11:33:00 AM,Lewis Street - 11 ,11:55:00 AM,Warner Street - Arrival ,1.42,,14.48
 16/May/2023,12:54:00 PM,Skyring Tce (Touch on Transfer),13:11 PM,Cultural Centre Platform 3 ,0,,14.48
 16/May/2023,13:14 PM,Cultural Centre Platform 2 (Touch on Transfer),13:24 PM,Lewis Street - 11/12 ,0,,14.48
 16/May/2023,15:14 PM,Lewis Street - 11 ,15:18 PM,Woolloongabba station Platform 1 ,1.42,,13.06
 16/May/2023,15:28 PM,Woolloongabba station Platform 2 (Touch on Transfer),15:35 PM,Heidelberg Street - 14 ,0,,13.06
 17/May/2023,7:11:00 AM,Lewis Street - 11 ,7:33:00 AM,Caxton Street - 4 ,1.78,,11.28
 17/May/2023,17:34 PM,Caxton Street ,17:57 PM,Lewis Street - 11/12 ,1.78,,9.5
 19/May/2023,7:15:00 AM,Lewis Street - 11 ,7:33:00 AM,Caxton Street - 4 ,1.78,,7.72
 19/May/2023,16:59 PM,Roma St Bus Station Platform 2 ,17:15 PM,Lewis Street - 11/12 ,1.78,,5.94
 25/May/2023,15:24 PM,Buranda,15:35 PM,Park Road,1.42,,4.52
 25/May/2023,16:09 PM,Auto top up(Park Road),,,,20,24.52
 25/May/2023,16:09 PM,Park Road(Touch on Transfer),16:25 PM,Central,0,,24.52
 25/May/2023,16:59 PM,King George Square Station 2D (Touch on Transfer),17:17 PM,Lewis Street - 11/12 ,0,,24.52
 26/May/2023,7:02:00 AM,Lewis Street - 11 ,7:21:00 AM,Caxton Street - 4 ,1.78,,22.74
 27/May/2023,19:37 PM,Lewis Street - 11 ,19:45 PM,South Bank busway station Platform 1 ,1.42,,21.32
 27/May/2023,20:16 PM,South Bank busway station Platform 2 (Touch on Transfer),20:24 PM,Lewis Street - 11/12 ,0,,21.32
 28/May/2023,11:31:00 AM,Lewis Street - 11 ,11:46:00 AM,King George Square Station 1C ,1.42,,19.9
 28/May/2023,13:09 PM,King George Square Station 2D ,13:22 PM,Lewis Street - 11/12 ,1.42,,18.48
 29/May/2023,7:13:00 AM,Lewis Street - 11 ,7:34:00 AM,Caxton Street - 4 ,1.78,,16.7
 29/May/2023,16:42 PM,Roma Street,16:55 PM,Buranda,1.78,,14.92
 30/May/2023,9:27:00 AM,Lewis Street - 11 ,9:35:00 AM,South Bank busway station Platform 1 ,1.42,,13.5
 30/May/2023,12:04:00 PM,Adelaide St app Hutton L (Stop 28) ,12:16:00 PM,Teneriffe Ferry - 16 ,1.42,,12.08
 30/May/2023,13:03 PM,Skyring Tce (Touch on Transfer),13:22 PM,Cultural Centre Platform 3 ,0,,12.08
 30/May/2023,13:31 PM,Cultural Centre Platform 2 (Touch on Transfer),13:39 PM,Lewis Street - 11/12 ,0,,12.08
 31/May/2023,7:14:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.78,,10.3
 31/May/2023,17:15 PM,Adelaide St at City Hall (Stop 20) ,17:36 PM,Skyring Tce ,1.78,,8.52
 31/May/2023,18:05 PM,Skyring Tce (Touch on Transfer),18:22 PM,Cultural Centre Platform 3 ,0,,8.52
 31/May/2023,18:27 PM,Cultural Centre Platform 2 (Touch on Transfer),18:42 PM,Lewis Street - 11/12 ,0,,8.52
 01/Jun/2023,11:48:00 AM,Woolloongabba station Platform 1 ,11:57:00 AM,King George Square Station 1D ,1.42,,7.1
 01/Jun/2023,11:59:00 AM,King George Square Station 2E (Touch on Transfer),12:04:00 PM,Cultural Centre Platform 2 ,0,,7.1
 01/Jun/2023,12:51:00 PM,South Bank busway station Platform 2 (Touch on Transfer),12:59:00 PM,Lewis Street - 11/12 ,0,,7.1
 05/Jun/2023,7:14:00 AM,Lewis Street - 11 ,7:36:00 AM,Caxton Street - 4 ,1.78,,5.32
 05/Jun/2023,16:52 PM,Caxton Street ,17:17 PM,Lewis Street - 11/12 ,1.78,,3.54
 06/Jun/2023,7:11:00 AM,Auto top up(Lewis Street - 11 ),,,,20,23.54
 06/Jun/2023,7:11:00 AM,Lewis Street - 11 ,7:31:00 AM,Caxton Street - 4 ,1.78,,21.76
 06/Jun/2023,17:03 PM,Caxton Street ,17:25 PM,Lewis Street - 11/12 ,1.78,,19.98
 07/Jun/2023,10:54:00 AM,Lewis Street - 11 ,11:01:00 AM,South Bank busway station Platform 1 ,1.42,,18.56
 07/Jun/2023,16:42 PM,King George Square Station 2D ,16:55 PM,Lewis Street - 11/12 ,1.78,,16.78
 09/Jun/2023,7:13:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.78,,15
 09/Jun/2023,17:10 PM,Roma St Bus Station Platform 2 ,17:19 PM,Cultural Centre Platform 2 ,1.78,,13.22
 09/Jun/2023,17:23 PM,Cultural Centre Platform 2 (Touch on Transfer),17:32 PM,Lewis Street - 11/12 ,0,,13.22
 10/Jun/2023,12:35:00 PM,Lewis Street - 11 ,12:42:00 PM,South Bank busway station Platform 1 ,0.71,,12.51
 10/Jun/2023,15:38 PM,South Bank busway station Platform 2 ,15:46 PM,Lewis Street - 11/12 ,0.71,,11.8
 10/Jun/2023,16:44 PM,Lewis Street - 11 (Touch on Transfer),16:55 PM,Adelaide St adj City Hall (Stop 19) ,0,,11.8
 10/Jun/2023,19:31 PM,King George Square Station 2D ,19:44 PM,Lewis Street - 11/12 ,0.71,,11.09
 12/Jun/2023,7:11:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.78,,9.31
 12/Jun/2023,16:41 PM,Caxton Street ,17:01 PM,Lewis Street - 11/12 ,1.78,,7.53
 13/Jun/2023,10:20:00 AM,Lewis Street - 11 ,10:35:00 AM,Adelaide St adj City Hall (Stop 19) ,1.42,,6.11
 13/Jun/2023,17:13 PM,Adelaide St app Hutton L (Stop 28) ,17:26 PM,Skyring Tce ,1.78,,4.33
 13/Jun/2023,17:45 PM,Auto top up(Skyring Tce ),,,,20,24.33
 13/Jun/2023,17:45 PM,Skyring Tce (Touch on Transfer),18:06 PM,Cultural Centre Platform 3 ,0,,24.33
 13/Jun/2023,18:08 PM,Cultural Centre Platform 2 (Touch on Transfer),18:17 PM,Lewis Street - 11/12 ,0,,24.33
 14/Jun/2023,7:11:00 AM,Lewis Street - 11 ,7:31:00 AM,Caxton Street - 4 ,1.78,,22.55
 14/Jun/2023,17:27 PM,Adelaide St at City Hall (Stop 20) ,17:44 PM,Skyring Tce ,1.78,,20.77
 14/Jun/2023,18:23 PM,Chester Street - 7 (Touch on Transfer),18:40 PM,Cultural Centre Platform 3 ,0,,20.77
 14/Jun/2023,18:43 PM,South Brisbane(Touch on Transfer),19:02 PM,Buranda,0,,20.77
 15/Jun/2023,9:35:00 AM,Lewis Street - 11 ,9:48:00 AM,Adelaide St adj City Hall (Stop 19) ,1.42,,19.35
 15/Jun/2023,10:11:00 AM,King George Square Station 2D (Touch on Transfer),10:25:00 AM,Lewis Street - 11/12 ,0,,19.35
 16/Jun/2023,7:12:00 AM,Lewis Street - 11 ,7:31:00 AM,Caxton Street - 4 ,1.78,,17.57
 16/Jun/2023,16:53 PM,Caxton Street ,17:17 PM,Lewis Street - 11/12 ,0.89,,16.68
 16/Jun/2023,18:16 PM,Lewis Street - 11 (Touch on Transfer),18:32 PM,Cultural Centre station ,0,,16.68
 16/Jun/2023,20:57 PM,King George Square Station 2D ,21:11 PM,Lewis Street - 11/12 ,0.71,,15.97
 18/Jun/2023,16:59 PM,Lewis Street - 11 ,17:09 PM,Cultural Centre station ,0.71,,15.26
 18/Jun/2023,17:44 PM,Cultural Centre Platform 2 (Touch on Transfer),17:54 PM,Lewis Street - 11/12 ,0,,15.26
 19/Jun/2023,7:09:00 AM,Lewis Street - 11 ,7:17:00 AM,South Bank busway station Platform 1 ,1.78,,13.48
 19/Jun/2023,10:52:00 AM,South Bank busway station Platform 2 ,10:59:00 AM,Lewis Street - 11/12 ,1.42,,12.06
 22/Jul/2022,16:41 PM,Caxton Street ,17:03 PM,Lewis Street - 11/12 ,1.73,,12.31
 27/Jul/2022,16:42 PM,Caxton Street ,17:07 PM,Lewis Street - 11/12 ,1.73,,10.58
 28/Jul/2022,17:15 PM,Roma St Bus Station Platform 2 ,17:32 PM,Lewis Street - 11/12 ,1.73,,8.85
 28/Jul/2022,18:02 PM,Lewis Street - 11 (Touch on Transfer),18:09 PM,South Bank busway station Platform 1 ,0,,8.85
 28/Jul/2022,19:07 PM,South Bank busway station Platform 2 (Touch on Transfer),19:15 PM,Lewis Street - 11/12 ,0,,8.85
 29/Jul/2022,16:11 PM,Caxton Street ,16:30 PM,Lewis Street - 11/12 ,1.73,,7.12
 29/Jul/2022,20:19 PM,Buranda,20:46 PM,Fortitude Valley,1.38,,5.74
 29/Jul/2022,23:25 PM,King George Square Station 2D ,23:36 PM,Lewis Street - 11/12 ,1.38,,4.36
 30/Jul/2022,18:39 PM,Auto top up(Lewis Street - 11 ),,,,20,24.36
 30/Jul/2022,18:39 PM,Lewis Street - 11 ,18:53 PM,Adelaide St adj City Hall (Stop 19) ,1.38,,22.98
 30/Jul/2022,20:40 PM,King George Square Station 2D ,20:53 PM,Lewis Street - 11/12 ,1.38,,21.6
 02/Aug/2022,9:10:00 AM,Lewis Street - 11 ,9:27:00 AM,Adelaide St adj City Hall (Stop 19) ,1.38,,20.22
 02/Aug/2022,13:01 PM,Kelvin Grove - 12 ,13:11 PM,Queen St F/S Edward St (Stop 56) ,1.38,,18.84
 02/Aug/2022,14:56 PM,King George Square Station 2D ,15:07 PM,Lewis Street - 11/12 ,1.38,,17.46
 03/Aug/2022,13:32 PM,Caxton Street ,13:52 PM,Lewis Street - 11/12 ,1.38,,16.08
 04/Aug/2022,7:33:00 AM,Lewis Street - 11 ,7:52:00 AM,Caxton Street - 4 ,0,,14.35
 04/Aug/2022,17:13 PM,Caxton Street ,17:37 PM,Lewis Street - 11/12 ,1.73,,12.62
 05/Aug/2022,7:22:00 AM,Lewis Street - 11 ,7:45:00 AM,Caxton Street - 4 ,1.73,,10.89
 05/Aug/2022,16:57 PM,Roma St Bus Station Platform 2 ,17:14 PM,Lewis Street - 11/12 ,1.73,,9.16
 08/Aug/2022,17:13 PM,Caxton Street ,17:36 PM,Lewis Street - 11/12 ,1.73,,7.43
 09/Aug/2022,9:25:00 AM,Lewis Street - 11 ,9:42:00 AM,Adelaide St adj City Hall (Stop 19) ,1.38,,6.05
 09/Aug/2022,15:30 PM,King George Square Station 2D ,15:42 PM,Lewis Street - 11/12 ,1.73,,4.32
 11/Aug/2022,17:03 PM,Auto top up(Caxton Street ),,,,20,24.32
 11/Aug/2022,17:03 PM,Caxton Street ,17:25 PM,Lewis Street - 11/12 ,1.73,,22.59
 12/Aug/2022,17:00 PM,Caxton Street ,17:22 PM,Lewis Street - 11/12 ,1.73,,20.86
 13/Aug/2022,12:20:00 PM,Lewis Street - 11 ,12:36:00 PM,Roma St Bus Station Platform 1 ,1.38,,19.48
 13/Aug/2022,12:38:00 PM,Roma Street(Touch on Transfer),12:55:00 PM,Exhibition,0,,19.48
 13/Aug/2022,14:18 PM,Exhibition,14:29 PM,Roma Street,1.38,,18.1
 13/Aug/2022,14:32 PM,Roma St Bus Station Platform 2 (Touch on Transfer),14:46 PM,Lewis Street - 11/12 ,0,,18.1
 15/Aug/2022,12:34:00 PM,Caxton Street ,12:53:00 PM,Lewis Street - 11/12 ,1.38,,16.72
 15/Aug/2022,13:13 PM,Lewis Street - 11 (Touch on Transfer),13:24 PM,King George Square Station 1C ,0,,16.72
 15/Aug/2022,16:50 PM,King George Square Station 2D ,17:13 PM,Lewis Street - 11/12 ,1.73,,14.99
 17/Aug/2022,17:04 PM,Caxton Street ,17:24 PM,Lewis Street - 11/12 ,1.73,,13.26
 18/Aug/2022,17:02 PM,Caxton Street ,17:24 PM,Lewis Street - 11/12 ,1.73,,11.53
 19/Aug/2022,16:33 PM,Caxton Street - 4 ,16:55 PM,Lewis Street - 11/12 ,1.73,,9.8
 20/Aug/2022,20:33 PM,Lewis Street - 11 ,20:44 PM,King George Square Station 1C ,1.38,,8.42
 20/Aug/2022,20:49 PM,Central(Touch on Transfer),20:59 PM,Fortitude Valley,0,,8.42
 22/Aug/2022,12:18:00 PM,Lewis Street - 11 ,12:36:00 PM,Adelaide St app Hutton L (Stop 28) ,1.38,,7.04
 22/Aug/2022,16:36 PM,King George Square Station 2D ,16:49 PM,Lewis Street - 11/12 ,1.73,,5.31
 23/Aug/2022,11:45:00 AM,Lewis Street - 11 ,12:07:00 PM,'Paddington Central' Latrobe Terrace - 10 ,1.38,,3.93
 23/Aug/2022,12:50:00 PM,Auto top up(Paddo Tavern - 6 ),,,,20,23.93
 23/Aug/2022,12:50:00 PM,Paddo Tavern - 6 (Touch on Transfer),12:57:00 PM,King George Square Station 2D ,0,,23.93
 23/Aug/2022,13:06 PM,Adelaide St opp City Hall (Stop 43) (Touch on Transfer),13:17 PM,Montague Road - 10 ,0,,23.93
 23/Aug/2022,13:40 PM,Montague Road - 10 (Touch on Transfer),13:48 PM,Cultural Centre station ,0,,23.93
 23/Aug/2022,14:01 PM,Cultural Centre Platform 2 ,14:08 PM,Lewis Street - 11/12 ,1.38,,22.55
 23/Aug/2022,17:17 PM,Lewis Street - 11 ,17:27 PM,South Bank busway station Platform 1 ,1.73,,20.82
 24/Aug/2022,16:53 PM,Caxton Street - 4 ,17:14 PM,Lewis Street - 11 ,1.73,,19.09
 25/Aug/2022,16:34 PM,South Bank busway station Platform 2 ,16:43 PM,Lewis Street - 11/12 ,1.73,,17.36
 26/Aug/2022,17:31 PM,Caxton Street ,17:53 PM,Lewis Street - 11/12 ,1.73,,15.63
 27/Aug/2022,9:08:00 AM,Lewis Street - 11 ,9:20:00 AM,Adelaide St adj City Hall (Stop 19) ,0.69,,14.94
 30/Aug/2022,9:11:00 AM,Lewis Street - 11 ,9:19:00 AM,South Bank busway station Platform 1 ,1.38,,13.56
 30/Aug/2022,14:11 PM,King George Square Station 2D ,14:24 PM,Lewis Street - 11/12 ,1.38,,12.18
 31/Aug/2022,7:13:00 AM,Lewis Street - 11 ,7:32:00 AM,Caxton Street - 4 ,1.73,,10.45
 31/Aug/2022,16:42 PM,Caxton Street ,17:01 PM,Lewis Street - 11/12 ,1.73,,8.72
 01/Sep/2022,16:46 PM,Caxton Street ,17:10 PM,Lewis Street - 11/12 ,1.73,,6.99
 02/Sep/2022,7:14:00 AM,Lewis Street - 11 ,7:34:00 AM,Caxton Street - 4 ,1.73,,5.26
 02/Sep/2022,16:52 PM,Caxton Street ,17:14 PM,Lewis Street - 11/12 ,1.73,,3.53
 05/Sep/2022,16:50 PM,Auto top up(Caxton Street ),,,,20,23.53
 05/Sep/2022,16:50 PM,Caxton Street ,17:13 PM,Lewis Street - 11/12 ,1.73,,21.8
 06/Sep/2022,9:26:00 AM,Lewis Street - 11 ,9:33:00 AM,South Bank busway station Platform 1 ,1.38,,20.42
 06/Sep/2022,11:40:00 AM,King George Square Station 2D ,11:54:00 AM,Lewis Street - 11/12 ,1.38,,19.04
 07/Sep/2022,12:20:00 PM,Caxton Street ,12:39:00 PM,Lewis Street - 11/12 ,1.38,,17.66
 08/Sep/2022,7:14:00 AM,Lewis Street - 11 ,7:35:00 AM,Caxton Street - 4 ,1.73,,15.93
 08/Sep/2022,17:55 PM,Caxton Street ,18:15 PM,Lewis Street - 11/12 ,1.73,,14.2
 09/Sep/2022,16:30 PM,Caxton Street ,16:48 PM,Lewis Street - 11/12 ,1.73,,12.47
 12/Sep/2022,16:55 PM,Caxton Street ,17:19 PM,Lewis Street - 11/12 ,1.73,,10.74
 13/Sep/2022,9:13:00 AM,Lewis Street - 11 ,9:23:00 AM,South Bank busway station Platform 1 ,1.38,,9.36
 13/Sep/2022,11:17:00 AM,South Bank,11:34:00 AM,Buranda,1.38,,7.98
 14/Sep/2022,16:53 PM,Caxton Street ,17:16 PM,Lewis Street - 11/12 ,1.73,,6.25
 16/Sep/2022,17:03 PM,Caxton Street ,Unknown,Failed to touch Off,2.5,,3.75
 19/Sep/2022,7:28:00 AM,Lewis Street - 11 ,7:47:00 AM,Caxton Street - 4 ,1.73,,2.02
 19/Sep/2022,16:51 PM,Auto top up(Caxton Street ),,,,20,22.02
 19/Sep/2022,16:51 PM,Caxton Street ,17:10 PM,Lewis Street - 11/12 ,1.73,,20.29
 21/Sep/2022,13:03 PM,Caxton Street ,13:22 PM,Lewis Street - 11/12 ,1.38,,18.91
 21/Sep/2022,21:03 PM,Buranda,21:30 PM,Fortitude Valley,1.38,,17.53
 21/Sep/2022,22:45 PM,Fortitude Valley,23:33 PM,Buranda,1.38,,16.15
 23/Sep/2022,13:20 PM,Caxton Street ,13:38 PM,Woolloongabba station Platform 2 ,1.38,,14.77
 28/Sep/2022,7:22:00 AM,Lewis Street - 11 ,7:43:00 AM,Caxton Street - 4 ,1.73,,13.04
 28/Sep/2022,17:02 PM,Caxton Street ,17:26 PM,Lewis Street - 11/12 ,1.73,,11.31
 29/Sep/2022,7:23:00 AM,Lewis Street - 11 ,7:44:00 AM,Caxton Street - 4 ,1.73,,9.58
 29/Sep/2022,17:18 PM,Roma St Bus Station Platform 2 ,17:35 PM,Lewis Street - 11/12 ,1.73,,7.85
 29/Sep/2022,19:18 PM,Lewis Street - 11 ,19:25 PM,South Bank busway station Platform 1 ,1.38,,6.47
 29/Sep/2022,20:19 PM,South Bank busway station Platform 2 (Touch on Transfer),20:24 PM,Lewis Street - 11/12 ,0,,6.47
 30/Sep/2022,7:23:00 AM,Lewis Street - 11 ,7:44:00 AM,Caxton Street - 4 ,1.73,,4.74
 30/Sep/2022,21:31 PM,Auto top up(Buranda),,,,20,24.74
 30/Sep/2022,21:31 PM,Buranda,21:33 PM,Buranda(Cancel touch on),0,,24.74
 30/Sep/2022,21:35 PM,Vanda Street - 13 ,21:55 PM,Warner Street - Arrival ,1.38,,23.36
 30/Sep/2022,23:33 PM,Fortitude Valley,12:02:00 AM,Buranda,1.38,,21.98
 03/Oct/2022,9:17:00 AM,Lewis Street - 11 ,9:33:00 AM,King George Square Station 1C ,1.38,,20.6
 03/Oct/2022,12:10:00 PM,King George Square Station 2D ,12:23:00 PM,Lewis Street - 11/12 ,1.38,,19.22
 04/Oct/2022,16:04 PM,Lewis Street - 11 ,16:20 PM,Adelaide St adj City Hall (Stop 19) ,1.73,,17.49
 04/Oct/2022,17:00 PM,King George Square Station 2D (Touch on Transfer),17:13 PM,Lewis Street - 11/12 ,0,,17.49
 05/Oct/2022,7:21:00 AM,Lewis Street - 11 ,7:44:00 AM,Caxton Street - 4 ,1.73,,15.76
 05/Oct/2022,16:55 PM,Caxton Street ,17:18 PM,Lewis Street - 11/12 ,1.73,,14.03
 06/Oct/2022,7:23:00 AM,Lewis Street - 11 ,7:45:00 AM,Caxton Street - 4 ,1.73,,12.3
 07/Oct/2022,7:23:00 AM,Lewis Street - 11 ,7:44:00 AM,Caxton Street - 4 ,1.73,,10.57
 07/Oct/2022,16:52 PM,Central,17:15 PM,Enoggera,1.73,,8.84
 08/Oct/2022,8:57:00 AM,Lewis Street - 11/12 ,9:06:00 AM,Coorparoo - 23 - Old Cleveland Rd ,0.69,,8.15
 08/Oct/2022,11:03:00 AM,Coorparoo Square ,11:19:00 AM,Lewis Street - 11 ,0.69,,7.46
 08/Oct/2022,12:12:00 PM,Lewis Street - 11 (Touch on Transfer),12:18:00 PM,South Bank busway station Platform 1 ,0,,7.46
 08/Oct/2022,13:45 PM,King George Square Station 2D ,13:57 PM,Lewis Street - 11/12 ,0.69,,6.77
 08/Oct/2022,17:56 PM,Lewis Street - 11/12 ,18:04 PM,Coorparoo - 23 - Old Cleveland Rd ,0.69,,6.08
 08/Oct/2022,20:22 PM,Coorparoo Square ,20:31 PM,Lewis Street - 11 ,0.69,,5.39
 09/Oct/2022,9:22:00 AM,Lewis Street - 11/12 ,9:31:00 AM,Coorparoo - 23 - Old Cleveland Rd ,0.69,,4.7
 09/Oct/2022,10:05:00 AM,Auto top up(Coorparoo Square ),,,,20,24.7
 09/Oct/2022,10:05:00 AM,Coorparoo Square (Touch on Transfer),10:23:00 AM,South Bank busway station Platform 1 ,0,,24.7
 09/Oct/2022,12:30:00 PM,South Bank busway station Platform 2 ,12:37:00 PM,Lewis Street - 11/12 ,0.69,,24.01
 10/Oct/2022,7:26:00 AM,Lewis Street - 11 ,7:47:00 AM,Caxton Street - 4 ,1.73,,22.28
 10/Oct/2022,12:29:00 PM,King George Square Station 2D ,12:41:00 PM,Lewis Street - 11/12 ,1.38,,20.9
 12/Oct/2022,16:51 PM,Caxton Street ,17:13 PM,Lewis Street - 11/12 ,1.73,,19.17
 13/Oct/2022,16:42 PM,Caxton Street ,17:02 PM,Lewis Street - 11/12 ,1.73,,17.44
 17/Oct/2022,7:22:00 AM,Lewis Street - 11 ,7:43:00 AM,Caxton Street - 4 ,1.73,,15.71
 18/Oct/2022,9:38:00 AM,Lewis Street - 11 ,9:46:00 AM,South Bank busway station Platform 1 ,1.38,,14.33
 19/Oct/2022,16:54 PM,Caxton Street ,17:14 PM,Lewis Street - 11/12 ,1.73,,12.6
 20/Oct/2022,13:07 PM,Caxton Street ,13:27 PM,Lewis Street - 11/12 ,1.38,,11.22
 21/Oct/2022,16:59 PM,Roma St Bus Station Platform 2 ,17:17 PM,Lewis Street - 11/12 ,1.73,,9.49
 23/Oct/2022,11:29:00 AM,Lewis Street - 11 ,11:40:00 AM,King George Square Station 1C ,1.38,,8.11
 23/Oct/2022,13:06 PM,King George Square Station 2D ,13:19 PM,Lewis Street - 11/12 ,1.38,,6.73
 25/Oct/2022,17:01 PM,Caxton Street ,17:22 PM,Lewis Street - 11/12 ,1.73,,5
 26/Oct/2022,12:03:00 PM,Auto top up(Caxton Street ),,,,20,25
 26/Oct/2022,12:03:00 PM,Caxton Street ,12:21:00 PM,Lewis Street - 11/12 ,1.38,,23.62
 27/Oct/2022,16:54 PM,Lewis Street - 11 ,17:06 PM,King George Square Station 1C ,1.73,,21.89
 27/Oct/2022,17:12 PM,Central(Touch on Transfer),17:49 PM,Enoggera,0,,21.89
 27/Oct/2022,19:41 PM,Enoggera,20:02 PM,Central,1.38,,20.51
 27/Oct/2022,20:12 PM,King George Square Station 2D (Touch on Transfer),20:28 PM,Lewis Street - 11/12 ,0,,20.51
 28/Oct/2022,17:16 PM,Lewis Street - 11 ,17:26 PM,South Bank busway station Platform 1 ,1.73,,18.78
 29/Oct/2022,11:48:00 AM,Coomera,12:09:00 PM,Helensvale,1.68,,17.1
